;name;set_name;cmc;power;toughness;oracle_text
5198;Shimmerwing Chimera;Theros Beyond Death;4.0;3;2;"Flying
At the beginning of your upkeep, return up to one other target enchantment you control to its owner's hand."
5199;Shoal Kraken;Theros Beyond Death;5.0;3;5;Constellation — Whenever an enchantment you control enters, you may draw a card. If you do, discard a card.
5200;Stinging Lionfish;Theros Beyond Death;2.0;2;1;Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent.
5201;Thassa, Deep-Dwelling;Theros Beyond Death;4.0;6;5;"Indestructible
As long as your devotion to blue is less than five, Thassa isn't a creature.
At the beginning of your end step, exile up to one other target creature you control, then return that card to the battlefield under your control.
{3}{U}: Tap another target creature."
5202;Thassa's Oracle;Theros Beyond Death;2.0;1;3;When Thassa's Oracle enters, look at the top X cards of your library, where X is your devotion to blue. Put up to one of them on top of your library and the rest on the bottom of your library in a random order. If X is greater than or equal to the number of cards in your library, you win the game. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)
5203;Threnody Singer;Theros Beyond Death;2.0;1;3;"Flash
Flying
When Threnody Singer enters, target creature an opponent controls gets -X/-0 until end of turn, where X is your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)"
5204;Thryx, the Sudden Storm;Theros Beyond Death;5.0;4;5;"Flash (You may cast this spell any time you could cast an instant.)
Flying
Spells you cast with mana value 5 or greater cost {1} less to cast and can't be countered."
5205;Towering-Wave Mystic;Theros Beyond Death;2.0;2;1;Whenever Towering-Wave Mystic deals damage, target player mills that many cards.
5206;Triton Waverider;Theros Beyond Death;4.0;3;3;Constellation — Whenever an enchantment you control enters, Triton Waverider gains flying until end of turn.
5207;Vexing Gull;Theros Beyond Death;3.0;2;2;"Flash
Flying"
5208;Wavebreak Hippocamp;Theros Beyond Death;3.0;2;2;Whenever you cast your first spell during each opponent's turn, draw a card.
5209;Witness of Tomorrows;Theros Beyond Death;5.0;3;4;"Flying
{3}{U}: Scry 1."
5210;Aphemia, the Cacophony;Theros Beyond Death;2.0;2;1;"Flying
At the beginning of your end step, you may exile an enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token."
5211;Blight-Breath Catoblepas;Theros Beyond Death;6.0;3;2;When Blight-Breath Catoblepas enters, target creature an opponent controls gets -X/-X until end of turn, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
5212;Discordant Piper;Theros Beyond Death;2.0;2;1;When Discordant Piper dies, create a 0/1 white Goat creature token.
5213;Enemy of Enlightenment;Theros Beyond Death;6.0;5;5;"Flying
Enemy of Enlightenment gets -1/-1 for each card in your opponents' hands.
At the beginning of your upkeep, each player discards a card."
5214;Erebos, Bleak-Hearted;Theros Beyond Death;4.0;5;6;"Indestructible
As long as your devotion to black is less than five, Erebos isn't a creature.
Whenever another creature you control dies, you may pay 2 life. If you do, draw a card.
{1}{B}, Sacrifice another creature: Target creature gets -2/-1 until end of turn."
5215;Gravebreaker Lamia;Theros Beyond Death;5.0;4;4;"Lifelink
When Gravebreaker Lamia enters, search your library for a card, put it into your graveyard, then shuffle.
Spells you cast from your graveyard cost {1} less to cast."
5216;Gray Merchant of Asphodel;Theros Beyond Death;5.0;2;4;When Gray Merchant of Asphodel enters, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
5217;Grim Physician;Theros Beyond Death;1.0;1;1;When Grim Physician dies, target creature an opponent controls gets -1/-1 until end of turn.
5218;Hateful Eidolon;Theros Beyond Death;1.0;1;2;"Lifelink
Whenever an enchanted creature dies, draw a card for each Aura you controlled that was attached to it."
5219;Lampad of Death's Vigil;Theros Beyond Death;2.0;1;3;{1}, Sacrifice a creature: Each opponent loses 1 life and you gain 1 life.
5220;Mire Triton;Theros Beyond Death;2.0;2;1;"Deathtouch
When Mire Triton enters, mill two cards and you gain 2 life. (To mill a card, put the top card of your library into your graveyard.)"
5221;Nightmare Shepherd;Theros Beyond Death;4.0;4;4;"Flying
Whenever another nontoken creature you control dies, you may exile it. If you do, create a token that's a copy of that creature, except it's 1/1 and it's a Nightmare in addition to its other types."
5222;Nyxborn Marauder;Theros Beyond Death;4.0;4;3;
5223;Pharika's Spawn;Theros Beyond Death;4.0;3;4;"Escape—{5}{B}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Pharika's Spawn escapes with two +1/+1 counters on it. When it enters this way, each opponent sacrifices a non-Gorgon creature of their choice."
5224;Rage-Scarred Berserker;Theros Beyond Death;5.0;5;4;"When Rage-Scarred Berserker enters, target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"
5225;Scavenging Harpy;Theros Beyond Death;3.0;2;1;"Flying
When Scavenging Harpy enters, exile target card from an opponent's graveyard."
5226;Soulreaper of Mogis;Theros Beyond Death;3.0;2;3;{2}{B}, Sacrifice a creature: Draw a card.
5227;Temple Thief;Theros Beyond Death;2.0;2;2;Temple Thief can't be blocked by enchanted creatures or enchantment creatures.
5228;Tymaret, Chosen from Death;Theros Beyond Death;2.0;2;*;"Tymaret's toughness is equal to your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
{1}{B}: Exile up to two target cards from graveyards. You gain 1 life for each creature card exiled this way."
5229;Underworld Charger;Theros Beyond Death;3.0;3;3;"Underworld Charger can't block.
Escape—{4}{B}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Underworld Charger escapes with two +1/+1 counters on it."
5230;Venomous Hierophant;Theros Beyond Death;4.0;3;3;"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Venomous Hierophant enters, mill three cards. (Put the top three cards of your library into your graveyard.)"
5231;Woe Strider;Theros Beyond Death;3.0;3;2;"When Woe Strider enters, create a 0/1 white Goat creature token.
Sacrifice another creature: Scry 1.
Escape—{3}{B}{B}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Woe Strider escapes with two +1/+1 counters on it."
5232;Anax, Hardened in the Forge;Theros Beyond Death;3.0;*;3;"Anax's power is equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)
Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This creature can't block."" If the creature had power 4 or greater, create two of those tokens instead."
5233;Arena Trickster;Theros Beyond Death;4.0;3;3;Whenever you cast your first spell during each opponent's turn, put a +1/+1 counter on Arena Trickster.
5234;Blood Aspirant;Theros Beyond Death;2.0;1;1;"Whenever you sacrifice a permanent, put a +1/+1 counter on Blood Aspirant.
{1}{R}, {T}, Sacrifice a creature or enchantment: Blood Aspirant deals 1 damage to target creature. That creature can't block this turn."
5235;Careless Celebrant;Theros Beyond Death;2.0;2;1;When Careless Celebrant dies, it deals 2 damage to target creature or planeswalker an opponent controls.
5236;Dreamshaper Shaman;Theros Beyond Death;6.0;5;4;At the beginning of your end step, you may pay {2}{R} and sacrifice a nonland permanent. If you do, reveal cards from the top of your library until you reveal a nonland permanent card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.
5237;Dreamstalker Manticore;Theros Beyond Death;3.0;4;2;Whenever you cast your first spell during each opponent's turn, Dreamstalker Manticore deals 1 damage to any target.
5238;Flummoxed Cyclops;Theros Beyond Death;4.0;4;4;"Reach
Whenever two or more creatures your opponents control attack, Flummoxed Cyclops can't block this combat."
5239;Hero of the Games;Theros Beyond Death;3.0;3;2;Whenever you cast a spell that targets Hero of the Games, creatures you control get +1/+0 until end of turn.
5240;Heroes of the Revel;Theros Beyond Death;5.0;4;4;"When Heroes of the Revel enters, create a 1/1 red Satyr creature token with ""This creature can't block.""
Whenever you cast a spell that targets Heroes of the Revel, creatures you control get +1/+0 until end of turn."
5241;Incendiary Oracle;Theros Beyond Death;2.0;2;2;"{1}{R}: Incendiary Oracle gets +1/+0 until end of turn.
If a creature dealt damage by Incendiary Oracle this turn would die, exile it instead."
5242;Irreverent Revelers;Theros Beyond Death;3.0;2;2;"When Irreverent Revelers enters, choose one —
• Destroy target artifact.
• Irreverent Revelers gains haste until end of turn."
5243;Nyxborn Brute;Theros Beyond Death;5.0;7;3;
5244;Oread of Mountain's Blaze;Theros Beyond Death;2.0;1;3;{2}{R}, Discard a card: Draw a card.
5245;Ox of Agonas;Theros Beyond Death;5.0;4;2;"When Ox of Agonas enters, discard your hand, then draw three cards.
Escape—{R}{R}, Exile eight other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Ox of Agonas escapes with a +1/+1 counter on it."
5246;Phoenix of Ash;Theros Beyond Death;3.0;2;2;"Flying, haste
{2}{R}: Phoenix of Ash gets +2/+0 until end of turn.
Escape—{2}{R}{R}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Phoenix of Ash escapes with a +1/+1 counter on it."
5247;Purphoros, Bronze-Blooded;Theros Beyond Death;5.0;7;6;"Indestructible
As long as your devotion to red is less than five, Purphoros isn't a creature.
Other creatures you control have haste.
{2}{R}: You may put a red creature card or an artifact creature card from your hand onto the battlefield. Sacrifice it at the beginning of the next end step."
5248;Skophos Maze-Warden;Theros Beyond Death;4.0;3;4;"{1}: Skophos Maze-Warden gets +1/-1 until end of turn.
Whenever another creature becomes the target of an ability of a land you control named Labyrinth of Skophos, you may have Skophos Maze-Warden fight that creature. (Each deals damage equal to its power to the other.)"
